# ID SN_Type SN_RA SN_Dec Redshift Kind_z Host_Name Host_RA Host_Dec vflag rmag AbsMag 
9176 Candidate 141.25426666666664 33.89680833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9177 Candidate 141.72657916666665 38.80096944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9178 Candidate 144.55796249999997 38.63270277777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9179 Candidate 155.5082833333333 21.13675 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9180 Candidate 186.23558333333332 14.89721111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9181 Candidate 165.27508749999998 51.37123888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9182 Candidate 168.61699999999996 47.1456 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9183 Candidate 174.9316125 5.759861111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9184 Candidate 176.97039166666664 4.127338888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9185 Candidate 178.78051666666664 41.687599999999996 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9186 Candidate 178.97107499999998 39.611691666666665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9187 Candidate 182.5997833333333 37.081588888888895 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9188 Candidate 192.8913958333333 33.73583888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9189 Candidate 193.73094999999998 43.590272222222225 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9190 Candidate 208.56019166666664 44.02896944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9191 Candidate 213.13817499999996 5.0120861111111115 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9192 Candidate 177.59674166666665 5.8176194444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9193 Candidate 155.7637583333333 10.47305 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9194 Candidate 170.14992916666665 5.263761111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9195 Candidate 175.22871666666666 10.549680555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9196 Candidate 123.35134583333331 15.77725 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9197 Candidate 130.55587499999996 24.678369444444446 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9198 Candidate 187.36051249999997 -1.4065999999999999 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9199 Candidate 227.35390833333332 25.34100833333333 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
9200 Candidate 134.03117083333333 33.54473888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9201 Candidate 138.91752916666667 37.6768 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9202 Candidate 185.74261666666666 26.355861111111114 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
9203 Candidate 120.61065833333332 26.33548888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9204 Candidate 154.51999999999998 48.4238 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9205 Candidate 154.57777916666666 49.46266111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9206 Candidate 157.009075 43.74796944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9207 Candidate 169.52290416666665 35.12748055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9208 Candidate 175.72714999999997 45.13216111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9209 Candidate 185.81231249999996 31.69693888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9210 Candidate 186.53552083333332 37.39434722222222 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
9211 Candidate 189.5727541666666 2.7150111111111115 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9212 Candidate 190.1370458333333 44.64530833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9213 Candidate 132.79413749999998 23.441080555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9214 Candidate 151.9173708333333 46.47423055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9215 Candidate 159.31717916666665 50.10348888888889 0.044567 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9216 Candidate 175.63445 20.121269444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9217 Candidate 189.84406666666666 26.149080555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9218 Candidate 199.60185416666667 30.765161111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9219 Candidate 144.70061249999998 33.003841666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9220 Candidate 152.42579166666667 31.118972222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9221 Candidate 158.56017916666664 55.57154722222223 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9222 Candidate 161.78785833333333 25.872611111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9223 Candidate 164.38651249999998 56.97215 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9224 Candidate 166.40699999999998 16.5472 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9225 Candidate 207.70103749999998 9.633719444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9226 Candidate 220.24284999999998 13.099388888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9227 Candidate 226.34277916666665 22.833730555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9228 Candidate 228.99229999999997 32.38425 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9229 Candidate 174.03134999999997 33.399341666666665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9230 Candidate 175.3497625 53.80130277777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9231 Candidate 177.88873749999996 34.91640833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9232 Candidate 187.53804999999997 9.856980555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9233 Candidate 188.4935625 35.664741666666664 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9234 Candidate 202.76228333333333 33.294891666666665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9235 Candidate 204.67347499999997 17.02253888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9236 Candidate 209.40211666666661 36.39228055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9237 Candidate 220.56521249999997 34.044180555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9238 Candidate 214.39744999999996 29.207380555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9239 Candidate 215.1837 39.46816944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9240 Candidate 189.46665416666667 5.916580555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9241 Candidate 192.01387916666667 11.412830555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9242 Candidate 215.62196249999997 -1.3185416666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9243 Candidate 142.3903375 13.495480555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9244 Candidate 166.25493749999998 17.518230555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9245 Candidate 192.6303583333333 14.663669444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9246 Candidate 227.87672916666665 3.851538888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9247 Candidate 118.59594583333332 25.17315 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9248 Candidate 239.3004083333333 27.739161111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9249 Candidate 244.84288333333328 26.399638888888887 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9250 Candidate 249.15515833333333 29.84936944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9251 Candidate 253.24058333333332 32.97313055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9252 Candidate 160.38844583333332 15.038038888888888 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9253 Candidate 196.93437916666664 28.310980555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9254 Candidate 131.567375 55.28834166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9255 Candidate 137.52562499999996 57.20312777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9256 Candidate 236.42426666666663 24.6523 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9257 Candidate 241.0918166666666 17.98930277777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9258 Candidate 211.88572916666666 11.846011111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9259 Candidate 240.75159166666666 10.585550000000001 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9260 Candidate 215.62810416666665 45.52718055555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9261 Candidate 234.784225 40.00811111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9262 Candidate 259.7234625 39.2817 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9263 Candidate 192.0067125 35.63766944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9264 Candidate 206.6179 43.2066 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9265 Candidate 256.0679041666666 35.95506944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9266 Candidate 196.1467833333333 5.497441666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9267 Candidate 227.2392958333333 4.02455 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9268 Candidate 175.83794166666667 5.71185 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9269 Candidate 184.29977499999995 -1.16515 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9270 Candidate 204.6768958333333 9.3482 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9271 Candidate 227.48844583333332 15.20191111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9272 Candidate 234.06364999999997 23.37248888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9273 Candidate 196.884 21.2969 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9274 Candidate 201.40829166666663 40.203608333333335 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9275 Candidate 203.67984166666662 42.970980555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9276 Candidate 204.77532916666667 20.93605 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9277 Candidate 206.4259083333333 42.39533888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9278 Candidate 228.08875833333332 35.50212222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9279 Candidate 208.60290416666663 46.07498888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9280 Candidate 243.946925 30.165019444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9281 Candidate 245.74178749999996 20.482319444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9282 Candidate 248.69221666666664 30.74595 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9283 Candidate 243.3158416666666 40.62189166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9284 Candidate 244.52877083333334 33.959500000000006 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9285 Candidate 179.33326666666665 3.9666388888888893 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9286 Candidate 215.4449125 -5.5611 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9287 Candidate 221.61500833333332 4.464838888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9288 Candidate 224.7491458333333 9.81995 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9289 Candidate 182.6244458333333 -3.9967305555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9290 Candidate 220.45682499999998 17.151541666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9291 Candidate 222.71501666666663 20.03989166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9292 Candidate 180.39798333333331 11.178291666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9293 Candidate 187.13968333333332 11.675280555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9294 Candidate 232.05551249999996 29.34396111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9295 Candidate 168.52335 17.222430555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9296 Candidate 221.07985416666662 38.098172222222225 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9297 Candidate 229.10864166666664 35.56636111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9298 Candidate 248.86559583333326 37.16030833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9299 Candidate 175.28417499999998 36.94480833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9300 Candidate 175.76449999999997 34.46966944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9301 Candidate 184.06762916666665 26.708708333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9302 Candidate 185.70141666666666 30.179319444444445 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
9303 Candidate 186.20252499999998 33.78295 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9304 Candidate 223.4134333333333 41.069430555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9305 Candidate 227.97664999999998 44.705422222222225 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9306 Candidate 231.47214999999997 52.855491666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9307 Candidate 241.34968749999996 41.346111111111114 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
9308 Candidate 177.52185416666666 3.4467805555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9309 Candidate 200.4654833333333 3.1249611111111113 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9310 Candidate 231.51437916666663 1.7249611111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9311 Candidate 220.8806708333333 8.155930555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9312 Candidate 251.05015833333331 13.862330555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9313 Candidate 193.96988749999997 29.24814166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9314 Candidate 229.1551625 28.552580555555558 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9315 Candidate 160.94186666666664 54.70666944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9316 Candidate 162.58063333333334 55.61733888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9317 Candidate 200.15295833333332 57.974758333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9318 Candidate 221.2588833333333 59.48035 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9319 Candidate 162.70541666666665 10.06113888888889 0.031548 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9320 Candidate 240.2398958333333 25.558330555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9321 Candidate 217.9181833333333 28.49087777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9322 Candidate 223.69331249999996 48.660399999999996 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9323 Candidate 180.31033333333332 51.41718611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9324 Candidate 346.8319708333333 31.327191666666668 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9325 Candidate 216.54142916666663 9.593630555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9326 Candidate 211.22619166666664 17.38895 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9327 Candidate 221.5481333333333 28.508080555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9328 Candidate 241.58912499999997 17.859450000000002 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9329 Candidate 248.3918083333333 15.3903 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9330 Candidate 229.90838333333332 5.775988888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9331 Candidate 328.9548333333333 -9.328038888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9332 Candidate 156.0813458333333 37.40663055555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9333 Candidate 223.04379166666664 20.8096 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9334 Candidate 239.37446666666662 24.543130555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9335 Candidate 255.50642916666666 22.252680555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9336 Candidate 193.93094999999997 31.53026111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9337 Candidate 209.82902499999997 32.40996111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9338 Candidate 212.02793749999995 32.051180555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9339 Candidate 215.92092916666664 31.562569444444446 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9340 Candidate 218.9770583333333 27.294808333333336 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9341 Candidate 11.994079166666666 4.744280555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9342 Candidate 322.3195833333333 3.2212194444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9343 Candidate 1.3116708333333331 29.22636111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9344 Candidate 328.1530958333333 9.1097 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9345 Candidate 338.01735833333333 14.53795 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9346 Candidate 334.21086249999996 -4.326094444444444 -999.0 -999 "2MASX J22165139-0419290" 334.21412499999997 -4.324722222222222 -999 -999.0 -999.0
9347 Candidate 340.32878333333326 -8.922241666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9348 Candidate 351.9656749999999 -4.183988888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9349 Candidate 31.17374166666667 18.542708333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9350 Candidate 32.52434999999999 21.25485 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9351 Candidate 41.14410833333333 21.30846111111111 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
9352 Candidate 42.8998 19.028369444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9353 Candidate 328.9097791666666 22.3725 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9354 Candidate 335.86483749999996 22.691480555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9355 Candidate 345.0555916666666 21.553019444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9356 Candidate 357.23390416666666 17.208619444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9357 Candidate 231.7163083333333 58.60002222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9358 Candidate 23.54470833333333 10.85725 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9359 Candidate 26.28582083333333 14.692338888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9360 Candidate 40.876466666666666 15.1702 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9361 Candidate 58.39847916666666 10.49576111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9362 Candidate 336.16235833333326 10.957869444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9363 Candidate 337.1114749999999 15.242541666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9364 Candidate 358.5279749999999 11.558408333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9365 Candidate 14.221420833333331 4.652230555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9366 Candidate 19.078329166666663 6.3557194444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9367 Candidate 30.429612499999994 7.375299999999999 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9368 Candidate 37.69684999999999 3.945780555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9369 Candidate 14.108241666666665 -0.4609388888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9370 Candidate 325.0958333333333 0.5065388888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9371 Candidate 354.56957916666664 -3.4072 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9372 Candidate 358.4716708333333 32.799702777777775 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9373 Candidate 30.464599999999997 42.152630555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9374 Candidate 240.4209708333333 48.93336111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9375 Candidate 250.48899583333332 52.62221944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9376 Candidate 280.9276791666666 50.376330555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9377 Candidate 347.95723749999996 44.71573888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9378 Candidate 34.89654166666666 36.61498888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9379 Candidate 35.565958333333334 34.629130555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9380 Candidate 137.65148333333332 35.72176944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9381 Candidate 152.5585708333333 36.09775833333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9382 Candidate 6.7246 30.515030555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9383 Candidate 18.260270833333333 26.779980555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9384 Candidate 28.014858333333333 32.227180555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9385 Candidate 33.970162499999994 32.261002777777776 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9386 Candidate 346.0026166666666 30.715330555555553 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9387 Candidate 15.730929166666666 21.54013888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9388 Candidate 352.58196666666663 25.115869444444446 0.14195 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9389 Candidate 329.2803958333333 15.774780555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9390 Candidate 349.3866625 15.709930555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9391 Candidate 15.929820833333332 9.63425 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9392 Candidate 45.17219166666666 7.7333694444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9393 Candidate 27.5997125 5.232161111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9394 Candidate 34.193079166666664 5.296830555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9395 Candidate 0.98435 -2.7819305555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9396 Candidate 12.901799999999998 -3.9221194444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9397 Candidate 329.9685 -5.200288888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9398 Candidate 335.4032708333333 -4.019 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9399 Candidate 341.74856249999993 -3.70865 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9400 Candidate 46.74180416666666 27.347244444444442 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9401 Candidate 31.80214166666666 -8.71506111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9402 Candidate 34.77400833333333 -8.54755 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9403 Candidate 6.298579166666666 22.449019444444446 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9404 Candidate 7.329208333333333 21.562669444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9405 Candidate 36.1481875 23.13483611111111 -999.0 -999 "2MASX J02243562+2308229" 36.14841666666666 23.139694444444444 -999 -999.0 -999.0
9406 Candidate 136.05099999999996 20.130300000000002 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9407 Candidate 43.67804999999999 16.103369444444446 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9408 Candidate 44.60155833333333 14.846361111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9409 Candidate 349.0190791666666 15.9291 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9410 Candidate 354.41839999999996 17.13536111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9411 Candidate 27.9253125 9.051950000000001 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9412 Candidate 1.5227999999999997 1.9225694444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9413 Candidate 4.799758333333333 5.952380555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9414 Candidate 9.802608333333332 4.230338888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9415 Candidate 337.82712916666657 3.316219444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9416 Candidate 354.5037166666666 3.6076305555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9417 Candidate 29.28473333333333 -6.377580555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
