# ID SN_Type SN_RA SN_Dec Redshift Kind_z Host_Name Host_RA Host_Dec vflag rmag AbsMag 
9418 Candidate 345.6621 -2.1420194444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9419 Candidate 349.0558416666666 -4.2543 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9420 Candidate 353.5424708333333 -6.3660499999999995 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9421 Candidate 354.3262208333333 -5.795830555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9422 Candidate 35.35785 24.73809166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9423 Candidate 13.639841666666666 29.096930555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9424 Candidate 128.47831250000002 31.643119444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9425 Candidate 136.63355833333333 27.720869444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9426 Candidate 139.59779166666667 30.2911 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9427 Candidate 53.119541666666656 36.4257 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9428 Candidate 130.35399999999998 33.332950000000004 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9429 Candidate 150.99746666666667 33.2169 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9430 Candidate 348.6990458333333 34.337830555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9431 Candidate 140.39375833333332 41.65105 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9432 Candidate 121.44036666666666 48.92906111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9433 Candidate 169.37292916666667 55.81981944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9434 Candidate 33.859399999999994 43.2754 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9435 Candidate 20.47737083333333 39.47774166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9436 Candidate 56.94561249999999 34.25933055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9437 Candidate 107.89666249999999 36.484069444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9438 Candidate 117.79563749999998 36.36077777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9439 Candidate 117.95875833333331 37.13746944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9440 Candidate 127.54809166666666 36.501425 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9441 Candidate 150.47752083333333 45.58816111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9442 Candidate 159.02981666666665 43.87903888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9443 Candidate 17.810049999999997 28.220538888888886 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9444 Candidate 30.427216666666663 23.93806111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9445 Candidate 7.7660583333333335 14.954699999999999 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9446 Candidate 17.96985 18.149969444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9447 Candidate 50.326408333333326 15.66296111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9448 Candidate 53.292337499999995 15.055661111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9449 Candidate 54.972337499999995 14.025911111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9450 Candidate 345.73456666666664 19.053658333333335 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9451 Candidate 6.88575 7.9574694444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9452 Candidate 10.414329166666667 10.231011111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9453 Candidate 16.217937499999998 9.378061111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9454 Candidate 69.49717083333334 8.041758333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9455 Candidate 136.96431666666666 6.900433333333334 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
9456 Candidate 138.1265708333333 12.581391666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9457 Candidate 141.16231249999998 10.851269444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9458 Candidate 144.4238375 11.528030555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9459 Candidate 347.92568333333327 8.040780555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9460 Candidate 10.214179166666664 5.520838888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9461 Candidate 13.588149999999999 5.152780555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9462 Candidate 351.35988333333336 5.661269444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9463 Candidate 44.25586666666666 31.63957222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9464 Candidate 14.469791666666664 -2.5294805555555553 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9465 Candidate 337.39774583333326 -6.348199999999999 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9466 Candidate 341.68679166666664 -3.114038888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9467 Candidate 9.363179166666667 -7.349119444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9468 Candidate 320.8427541666666 -9.030269444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9469 Candidate 172.52235833333333 26.413430555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9470 Candidate 172.927 27.167794444444446 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9471 Candidate 176.83204583333332 22.9909 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9472 Candidate 147.82587916666665 32.07154166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9473 Candidate 148.96274999999997 29.289919444444447 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9474 Candidate 154.28957499999999 33.200408333333336 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9475 Candidate 5.472770833333332 3.9281194444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9476 Candidate 14.969649999999998 5.554011111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9477 Candidate 16.612979166666666 4.19435 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9478 Candidate 25.086199999999995 4.602819444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9479 Candidate 42.23335833333333 4.525769444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9480 Candidate 51.51362916666666 3.84735 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9481 Candidate 68.82478333333333 5.492669444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9482 Candidate 352.91793749999994 2.957538888888889 -999.0 -999 -999 -999.0 -999.0 -999 17.04595 nan
9483 Candidate 2.754833333333333 -1.520111111111111 -999.0 -999 "LEDA 1116738" -999.0 -999.0 -999 -999.0 -999.0
9484 Candidate 5.3446083333333325 -6.35021111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9485 Candidate 12.343379166666665 -3.8377000000000003 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9486 Candidate 20.703620833333332 -2.6970111111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9487 Candidate 186.76756666666662 -3.859872222222222 -999.0 -999 "2dFGRS N124Z149" -999.0 -999.0 -999 -999.0 -999.0
9488 Candidate 347.99815 -2.0200305555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9489 Candidate 42.04797083333332 13.447880555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9490 Candidate 149.38530833333328 17.17487777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9491 Candidate 150.79649583333332 14.623358333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9492 Candidate 167.76640833333332 17.337680555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9493 Candidate 169.46223749999996 19.08035 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9494 Candidate 337.6321791666667 17.74531111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9495 Candidate 164.96319166666663 21.885749999999998 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9496 Candidate 178.35099999999997 25.7471 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9497 Candidate 115.85291249999999 31.2161 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9498 Candidate 11.027199999999999 44.37625 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9499 Candidate 152.38775416666664 56.138691666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9500 Candidate 10.546608333333332 43.47576111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9501 Candidate 32.850829166666664 38.828430555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9502 Candidate 51.29459166666666 38.43925833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9503 Candidate 187.563 47.7744 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9504 Candidate 13.096920833333332 37.463188888888894 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9505 Candidate 26.115587499999997 31.65840833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9506 Candidate 27.60975 36.84909722222223 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9507 Candidate 214.5287 37.01937222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9508 Candidate 350.0771708333333 35.67760833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9509 Candidate 358.8952166666666 27.448369444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9510 Candidate 12.197158333333332 26.137158333333332 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9511 Candidate 15.81075833333333 24.830088888888888 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9512 Candidate 58.04283749999999 24.91346944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9513 Candidate 158.0726208333333 25.022380555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9514 Candidate 141.26775833333332 21.87755 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9515 Candidate 22.371137499999996 13.906661111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9516 Candidate 24.236879166666668 11.95665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9517 Candidate 35.709358333333334 13.612830555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9518 Candidate 37.001799999999996 12.8271 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9519 Candidate 16.996983333333333 6.075938888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9520 Candidate 26.917370833333326 9.590380555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9521 Candidate 39.65705 9.135430555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9522 Candidate 53.28126249999999 5.431188888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9523 Candidate 112.27456666666666 9.319430555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9524 Candidate 141.15849583333332 10.623880555555557 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
9525 Candidate 69.24804166666665 34.62108888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9526 Candidate 193.28760416666665 19.135030555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9527 Candidate 196.46580416666666 20.770508333333332 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9528 Candidate 78.05248333333333 0.15606944444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9529 Candidate 124.38739166666664 -1.9444194444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9530 Candidate 132.66949583333334 1.404161111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9531 Candidate 140.02525833333334 3.980388888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9532 Candidate 155.6602625 -1.7816805555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9533 Candidate 184.4229375 3.7724805555555556 -999.0 -999 "2MASX J12174199+0346308" 184.4249583333333 3.7752222222222223 -999 -999.0 -999.0
9534 Candidate 184.87630416666664 1.1747888888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9535 Candidate 27.251787499999995 -3.1896194444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9536 Candidate 33.03057916666667 -6.719930555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9537 Candidate 77.35002916666667 8.333669444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9538 Candidate 126.24594166666667 9.262511111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9539 Candidate 126.3910083333333 5.440461111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9540 Candidate 129.82945833333332 8.362280555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9541 Candidate 139.31517916666667 8.4955 -999.0 -999 -999 -999.0 -999.0 -999 17.68372 nan
9542 Candidate 140.90925833333333 8.327658333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9543 Candidate 147.50982083333332 7.6619 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9544 Candidate 16.706670833333334 17.412180555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9545 Candidate 68.90376666666666 12.19373888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9546 Candidate 161.38821666666664 13.33141111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9547 Candidate 17.034499999999998 20.275038888888886 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9548 Candidate 114.03439583333332 23.750972222222224 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9549 Candidate 138.15971249999996 20.1715 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9550 Candidate 151.31625833333334 23.266919444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9551 Candidate 169.13620833333334 21.47831944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9552 Candidate 169.27568333333332 23.943380555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9553 Candidate 198.2786333333333 19.53838888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9554 Candidate 129.24224999999998 28.345830555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9555 Candidate 134.32542916666665 30.713430555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9556 Candidate 130.79286666666664 24.863791666666668 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9557 Candidate 159.14819166666663 33.54835833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9558 Candidate 205.23932916666664 37.04285833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9559 Candidate 231.3696083333333 35.696152777777776 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9560 Candidate 106.94867916666665 42.557849999999995 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9561 Candidate 107.55217499999999 41.12116944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9562 Candidate 131.54105 39.072700000000005 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9563 Candidate 165.41373333333334 40.55701944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9564 Candidate 171.86041666666662 45.83693055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9565 Candidate 211.11485416666665 41.77438055555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9566 Candidate 241.5231208333333 40.44318055555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9567 Candidate 120.53052083333331 52.78666944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9568 Candidate 221.44327499999997 55.67335833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9569 Candidate 152.2714083333333 45.350719444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9570 Candidate 35.29856666666666 43.81729166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9571 Candidate 28.446579166666663 30.645580555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9572 Candidate 39.02723749999999 27.0745 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9573 Candidate 101.54372083333332 29.507258333333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9574 Candidate 196.82739166666664 29.20863888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9575 Candidate 205.5860583333333 26.945169444444446 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9576 Candidate 219.20106249999998 24.71631111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9577 Candidate 147.43694166666666 23.262294444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9578 Candidate 165.83122916666665 23.54707777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9579 Candidate 183.02480416666663 18.41518888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9580 Candidate 213.61028333333329 22.403869444444442 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9581 Candidate 136.0648 17.374230555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9582 Candidate 142.39816249999998 12.241338888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9583 Candidate 142.58668749999998 12.60075 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9584 Candidate 164.33694166666663 7.798411111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9585 Candidate 171.84858333333332 6.517261111111111 -999.0 -999 J112724.06+063108.2 -999.0 -999.0 -999 -999.0 -999.0
9586 Candidate 181.1155708333333 7.71835 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9587 Candidate 184.51801666666665 7.891013888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9588 Candidate 196.1723458333333 7.8252749999999995 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9589 Candidate 36.8097 -7.0893999999999995 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9590 Candidate 205.11024166666664 -11.89026111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9591 Candidate 176.54902083333332 37.20015 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9592 Candidate 34.760708333333326 36.796749999999996 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9593 Candidate 41.223499999999994 31.73251111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9594 Candidate 146.21731249999996 36.16356944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9595 Candidate 181.30139166666666 31.433919444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9596 Candidate 184.60616249999998 25.070580555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9597 Candidate 152.62547499999997 19.491530555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9598 Candidate 197.72889999999995 23.74238888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9599 Candidate 199.5193708333333 19.977030555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9600 Candidate 125.16742083333332 15.8254 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9601 Candidate 169.87920416666663 14.907891666666668 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9602 Candidate 178.61495 12.626319444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9603 Candidate 191.3674458333333 13.983649999999999 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9604 Candidate 195.387725 16.08831111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9605 Candidate 199.98039166666663 12.952702777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9606 Candidate 200.88353749999996 13.565291666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9607 Candidate 223.07945416666664 41.23695 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9608 Candidate 245.11335416666662 42.43292222222222 -999.0 -999 "SDSS J162027.65+422549.3" 245.1152083333333 42.43036111111111 -999 -999.0 -999.0
9609 Candidate 106.61961249999999 31.0408 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9610 Candidate 184.8527083333333 31.48335 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9611 Candidate 200.28136249999997 36.499 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9612 Candidate 234.0268833333333 34.07994166666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9613 Candidate 250.4616458333333 34.188561111111106 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9614 Candidate 135.513525 2.527311111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
9615 Candidate 134.23463333333333 52.91993055555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
