# ID claimedtype ra dec redshift redshift_kind host hostra hostdec vflag rmag abs_mag
50943 "II, II P" 245.93999999999997 11.735277777777776 0.017 host "A162347+1144, SDSS J162346.79+114423.2" 245.94583333333333 11.739722222222222 1 16.97453 -16.561818121531005
50959 "II, II P" 149.08166666666665 16.83447222222222 0.0123 -999 "NGC 3060" 149.08333333333334 16.831666666666667 1 18.82029 -14.013339071836626
50972 "II P" 163.98424999999997 36.86194444444445 0.0217 -999 "UGC 6036" 163.97916666666663 36.861111111111114 0 13.19607 -20.87033218388229
50980 Ic 186.209 8.432666666666666 0.09 host "A122450+0825, PGC 1346730" 186.20833333333331 8.4325 0 21.59365 -15.56166606183626
50982 II 214.7439583333333 35.38758333333333 0.027 host "A141858+3523, SDSS J141858.58+352315.1" 214.74166666666667 35.38777777777778 0 17.8257 -16.71522233543457
50983 II 213.93037499999997 16.19975 0.039 host "A141543+1611, MCG +03-36-97, PGC 1503164" 213.92916666666662 16.199722222222224 1 15.92865 -19.410776549772137
50984 II 229.13124999999997 54.459833333333336 0.04 host "A151631+5427, PGC 2470268" 229.12916666666666 54.459722222222226 1 16.02021 -19.374193471279447
50998 "II, II P" 229.85849999999996 11.058361111111111 0.0108 -999 "UGC 9814" 229.85416666666663 11.054444444444446 1 14.53074 -18.020482292074384
51004 Ib 223.40558333333328 18.352305555555557 0.09 host "A145337+1821, SDSS J145337.34+182109.2" 223.40416666666664 18.352222222222224 1 20.81919 -16.33612606183626
51018 II 198.84645833333332 46.41927777777777 0.057 -999 "A131523+4625, PGC 2280888" 198.8458333333333 46.41916666666666 0 15.70412 -20.459357793002095
51032 "II, II P" 209.58074999999997 20.180861111111113 0.06 host "A135819+2010, SDSS J135819.41+201050.5" 209.57916666666665 20.180833333333336 0 21.32313 -14.951729766557854
51037 "II, II P" 172.58391666666665 44.163666666666664 0.024 host "MCG +07-24-16, PGC 35456" 172.59166666666664 44.16444444444444 1 14.67985 -19.605309723197664
51038 "II, II L" 174.413875 46.953138888888894 0.039 host "PGC 35993" 174.4125 46.95388888888889 1 15.29559 -20.043836549772134
51046 "II, II P" 201.16729166666664 16.568194444444444 0.029 host A132440+1634 201.16666666666666 16.568055555555556 1 23.58332 -11.112773504134417
51047 "II, II P" 204.03937499999998 34.055277777777775 0.042 host "A133609+3403, SDSS J133609.57+340319.8" 204.03749999999997 34.055277777777775 0 20.58372 -14.916629966629145
51065 "II, IIn" 224.53329166666663 2.43425 0.044 host "A145807+0226, CGCG 048-079, PGC 53491" 224.52916666666664 2.434166666666667 0 22.2352 -13.366166897070578
51068 "Ib Pec, Ib" 234.8743333333333 24.434805555555556 0.035 host "A153929+2426, SDSS J153930.49+242614.8, Anon J153929+2426" 234.8708333333333 24.434722222222224 0 25.12643 -9.97801373639102
51070 "II, II P" 190.94354166666665 10.773277777777778 0.029 host "IC 3704" 190.93749999999997 10.769722222222223 1 21.58386 -13.112233504134416
51085 "II, Ia, IIb" 211.52416666666664 11.787194444444445 0.0161 -999 "PGC 50294" 211.52916666666664 11.789166666666667 1 21.55146 -11.866772894798892
51114 "Ib, II, IIb" 203.68212499999996 9.336305555555557 0.0236 -999 "IC 900" 203.67916666666662 9.336666666666668 0 19.47167 -14.776993529490174
51124 "II, II P" 207.15995833333332 26.37236111111111 0.065 host "A134838+2622, SDSS J134838.55+262218.1" 207.15833333333333 26.372222222222224 0 20.30848 -16.140190297853916
51145 "II, II P" 182.6584583333333 16.039194444444448 0.0722 -999 "NGC 4152" 182.65416666666664 16.033055555555556 1 12.20402 -24.472769502487836
51202 "IIb, II" 145.2409583333333 47.617777777777775 0.0161 -999 "UGC 5157" 145.24166666666665 47.620555555555555 0 13.72806 -19.69017289479889
51256 "II, II P" 175.07854166666664 3.0051111111111113 0.0269 -999 "MCG +01-30-08, PGC 36206" 175.07916666666662 3.0008333333333335 1 14.00285 -20.53001491465168
51283 "II, II P" 167.69324999999998 12.020722222222224 0.0108 -999 "NGC 3559" 167.68749999999997 12.016111111111112 1 13.30426 -19.246962292074386
51298 "II, IIn" 188.4850833333333 13.919166666666666 0.046 host "A123356+1355, PGC 169532" 188.48333333333332 13.918888888888889 1 16.87579 -18.822102673047507
51300 Ic 186.7775833333333 6.425916666666667 0.026 host "A122707+0625, PGC 1300473, Anon J122707+0625" 186.7791666666666 6.425833333333333 1 15.50914 -18.949830254493726
51313 II 157.93449999999999 46.668055555555554 0.0248 -999 "UGC 5714" 157.93749999999997 46.67166666666667 0 14.10429 -20.252071918770724
51324 Ib 172.1410833333333 58.56433333333333 0.0104 -999 "NGC 3690" 172.1333333333333 58.56222222222222 1 12.49121 -19.97806021113354
51325 "Ib/IIb, Ib, IIb, II" 172.13074999999998 58.563694444444444 0.0104 -999 "NGC 3690" 172.1333333333333 58.56222222222222 1 12.49121 -19.97806021113354
51326 Ic 156.61295833333332 39.03080555555555 0.055 host "A102627+3901, SDSS J102627.17+390151.0" 156.61249999999998 39.03055555555555 0 20.95092 -15.134996962110858
51327 "Ia, Ic" 184.2937083333333 25.666305555555553 0.078 host "A121710+2539, SDSS J121710.53+253958.5" 184.29166666666666 25.66611111111111 1 20.26764 -16.57693652809204
51334 II 139.08874999999998 17.727944444444443 0.026 host "NGC 2797" 139.09166666666664 17.72722222222222 0 13.98123 -20.477740254493728
51338 "II, IIb" 240.5565 15.938555555555556 0.0355 -999 "MCG +03-41-52, UGC 10143, PGC 56777" 240.55416666666667 15.9375 0 14.48751 -20.64773527991511
51342 "Ic BL, Ic" 176.0124583333333 55.690999999999995 0.0498 -999 "A114403+5541, SDSS J114403.00+554122.6" 176.01249999999996 55.68944444444444 0 18.88231 -16.987940228438223
51345 Ic 242.708375 17.976694444444444 0.0365 -999 "MCG +03-41-142, PGC 57389" 242.7125 17.974999999999998 0 14.43384 -20.76172783692201
51347 "IIb, II" 143.25729166666667 15.819111111111111 0.02 host "A093301+1549, Anon J093301+1549" 143.25416666666663 15.818888888888889 0 16.09905 -17.79020349295954
51351 "II P, II" 150.54059166666664 1.2335916666666666 0.086 spectroscopic "A100210+0114, SDSS J100209.73+11400.5" 150.54166666666666 1.2333333333333334 0 22.58241 -14.474185770857478
51359 "Ic BL, Ic" 188.86329166666667 27.067444444444444 0.0671 -999 "A123527+2704, SDSS J123527.19+270402.7" 188.86249999999998 27.0675 1 19.04869 -17.469026115484603
51364 "II P, II" 184.90638749999997 46.03223055555556 0.057 spectroscopic "A121937+4601, SDSS J121937.40+460156.8" 184.90416666666664 46.0325 1 17.7379 -18.425577793002095
51397 II 211.04704166666664 33.30616666666666 0.0273 -999 "MCG +06-31-61, IC 4371, IC 4369" 211.0458333333333 33.30777777777777 1 13.8726 -20.69231674984342
51406 "II, II P" 161.20841666666664 6.601472222222222 0.0277 -999 "NGC 3362" 161.21666666666664 6.5969444444444445 0 22.68699 -11.909512359961873
51407 II 200.14733333333334 34.1395 0.0233 -999 "IC 883" 200.14583333333331 34.13944444444444 0 13.82336 -20.39752311976973
51410 II 195.1309583333333 41.745666666666665 0.03 host "A130031+4144, SDSS J130031.52+414444.5" 195.12916666666666 41.745555555555555 1 20.76048 -14.009229788237946
51424 Ic 209.36712499999996 6.096805555555555 0.0146 -999 "NGC 5374" 209.37499999999997 6.0969444444444445 1 20.79116 -12.41470779356182
51440 II 205.0749583333333 26.353305555555558 0.028 host "UGC 8652" 205.075 26.349444444444444 0 14.60775 -20.01214367135074
51444 "IIb, II" 223.53204166666666 42.5485 0.019 host "A145408+4232, SDSS J145407.71+423253.1, Anon J145408+4232" 223.53333333333333 42.54805555555556 1 17.47159 -16.306281519403782
51445 "IIb, II" 213.48641666666663 31.54030555555556 0.0523 -999 "A141357+3132, SDSS J141356.56+313224.6, Anon J141357+3132" 213.48749999999998 31.540277777777778 0 18.96694 -17.009671958976007
51482 II 228.27716666666666 41.26819444444445 0.0291 -999 "NGC 5888" 228.27916666666664 41.264722222222225 0 12.96581 -21.73775845956917
51497 Ic 210.64974999999995 32.50852777777778 0.0145 -999 "NGC 5433" 210.64999999999998 32.510555555555555 0 13.08382 -20.10712352581451
51553 Ic 130.83920833333332 45.73833333333334 0.0065 host "UGC 4543" 130.84166666666664 45.73555555555556 1 13.98178 -17.466890297853915
51576 "IIn, II" 145.7222083333333 9.494944444444444 0.0107 -999 "UGC 5189A, PGC 27776, UGC 5189 NED01, UGC 5189 A" 145.7208333333333 9.492777777777777 1 20.63509 -11.895932403065682
51587 Ic 131.77879166666665 28.238166666666668 0.0212 -999 "IC 2394" 131.77916666666664 28.236666666666668 0 13.95667 -20.059112819283392
51592 "II, IIn" 125.19754166666667 35.89375 0.075 host "A082047+3553, SDSS J082047.48+355336.7" 125.19583333333331 35.89361111111111 1 19.34381 -17.415599831598133
51650 II 189.48895833333333 34.01916666666666 0.0223 -999 "UGC 7799" 189.47916666666666 34.02222222222222 0 21.04768 -13.077947829880443
51659 II 208.58316666666664 32.92761111111111 0.0262 -999 "UGC 8829" 208.58333333333331 32.93055555555555 0 13.41028 -21.065329971238363
51666 IIb 141.9115 28.79088888888889 0.0138 -999 "MCG +05-22-48, UGC 5040" 141.89999999999998 28.79888888888889 1 15.52569 -17.557808946645817
51681 "II P" 180.2060833333333 31.880472222222224 0.0268 -999 "UGC 6997" 180.21249999999998 31.878333333333334 1 23.32832 -11.196457484783576
51693 Ib/c 208.94762499999996 21.19075 0.055 -999 A135547+2111 208.9458333333333 21.190555555555555 0 23.48815 -12.597766962110857
51696 "II P" 193.47249999999997 36.08877777777778 0.014 -999 "IC 3862" 193.4708333333333 36.08694444444445 1 15.80066 -17.31408369303083
51708 Ib/c 203.56124999999997 37.20966666666667 0.0184 -999 "UGC 8554" 203.56249999999997 37.20805555555556 1 23.88223 -9.825962629687318
51709 Ic 194.22454166666665 22.3745 0.022 -999 "IC 3918, IC 3917" 194.225 22.37388888888889 0 20.4063 -13.689916918750669
51715 II 219.20766666666663 23.030666666666665 0.036 -999 A143649+2301 219.20416666666662 23.030555555555555 1 20.73128 -14.43433601847607
51723 Ic 187.85391666666666 29.13072222222222 0.0152 -999 "NGC 4495" 187.84583333333333 29.136388888888888 1 13.07846 -20.2148614543635
51734 "II P, II" 126.70483333333331 20.3755 0.025 spectroscopic "IC 2373" 126.70416666666665 20.364722222222223 1 14.92762 -19.446183557999824
51745 IIn 221.91479166666662 51.684638888888884 0.04 -999 A144739+5141 221.9125 51.68444444444444 0 21.42179 -13.972613471279445
51748 "II P" 182.85037499999999 37.43125 0.06 -999 A121124+3725 182.84999999999997 37.43111111111111 1 21.58835 -14.686509766557855
51749 "II P" 185.61629166666665 37.82763888888889 0.06 -999 A122227+3749 185.61249999999998 37.8275 1 21.11848 -15.156379766557851
51750 II 207.2745833333333 17.233472222222222 0.0254 -999 "MCG +03-35-27, PGC 49027" 207.27499999999998 17.238333333333333 0 21.88429 -12.523982097739328
51768 II 216.15049999999997 35.27741666666667 0.0284 -999 "UGC 9233" 216.14583333333331 35.27972222222222 0 13.80241 -20.848285214874828
51792 "II P" 205.9789583333333 25.54802777777778 0.05 -999 A134354+2532 205.975 25.547777777777778 1 15.89574 -19.983213536319727
51796 "II P" 233.32325 27.574444444444445 0.07 -999 A153317+2734 233.32083333333333 27.574444444444445 0 21.8399 -14.769693714710925
51860 II 200.14741666666666 34.13950833333333 0.0233 -999 "IC 883" 200.14583333333331 34.13944444444444 0 13.82336 -20.39752311976973
51865 "II P" 135.82270833333334 30.593444444444444 0.0144 -999 "IC 2428, UGC 4747" 135.8125 30.591388888888886 1 21.97329 -11.202625975115886
51877 "Ia, II" 133.14266666666666 55.25394444444444 0.086 -999 A085234+5515 133.14166666666665 55.25388888888889 1 20.35608 -16.70051577085748
51879 "IIn, IIn Pec" 176.16362499999997 35.96775 0.037 -999 "UGC 6716" 176.17499999999995 35.96805555555556 0 13.57646 -21.648652134974608
51883 II 151.546 25.150416666666665 0.052 -999 "PGC 1726998" 151.5458333333333 25.149444444444445 0 15.63986 -20.324260232813636
51891 "II, AGN?" 145.54733333333328 4.6730833333333335 0.0068 -999 "NGC 2966" 145.5458333333333 4.673333333333334 1 12.60849 -18.93815807817082
51905 IIn 174.26999999999998 15.470611111111111 0.084 -999 A113704+1528 174.26666666666665 15.470555555555556 1 19.85007 -17.155429944949052
51928 II 163.48762499999998 23.37625 0.04 -999 A105357+2322 163.48749999999998 23.37611111111111 0 19.97538 -15.419023471279445
51938 II 242.62691666666663 27.49977777777778 0.0316 -999 "UGC 10246" 242.62916666666666 27.499444444444446 0 14.63749 -20.24504892773166
51944 Ic 144.377 32.842083333333335 0.0145 -999 "NGC 2926" 144.37916666666666 32.84138888888889 1 13.73233 -19.458613525814513
51945 "II P" 194.65462499999998 27.17366666666667 0.026 spectroscopic "MRK 57, PGC 44486, MRK 0057" 194.65416666666667 27.17638888888889 0 15.03458 -19.42439025449373
51969 "IIn, II" 185.69833333333332 5.606944444444444 0.018 -999 A122248+0536 185.7 5.6066666666666665 1 15.54615 -18.114316040156165
51978 II 150.36333333333332 36.669999999999995 0.0416 -999 "MCG +06-22-52, CGCG 182-058, PGC 29010" 150.3625 36.671388888888885 0 23.31336 -12.166210167773354
51979 IIn 151.548375 47.29461111111111 0.04 -999 "SDSS J100611.45+471742.0, A100611+4717" 151.5458333333333 47.294444444444444 1 16.51396 -18.880443471279445
51980 IIn 163.50695833333333 46.02747222222222 0.0416 -999 "UGC 6015" 163.5125 46.02777777777778 1 23.14507 -12.334500167773353
51986 "IIn, IIn/LBV" 231.28549999999996 37.96372222222222 0.0297 -999 "UGC 9842" 231.27499999999998 37.96027777777778 0 24.80193 -9.945955761225697
51989 "II, II P" 236.5729583333333 10.759583333333333 0.018 -999 "UGC 10026" 236.575 10.758611111111112 1 14.71905 -18.941416040156167
52000 "II P" 172.29666666666665 36.005722222222225 0.033 -999 A112911+3600 172.2958333333333 36.00555555555555 0 19.56635 -15.410323214029077
52007 II 235.30599999999998 15.572833333333334 0.013513 -999 "IC 1133" 235.29999999999998 15.573055555555555 0 14.23047 -18.80739239846535
52011 "II P, II" 186.07091666666665 18.924805555555558 0.0227 spectroscopic A122417+1855 186.07083333333333 18.924722222222222 0 19.43123 -14.733002800605249
52016 Ic 243.23370833333328 32.51175 0.0309 -999 "UGC 10282" 243.24166666666665 32.5125 0 20.68148 -14.15241591176381
52036 "IIn, II" 137.02274999999997 20.50347222222222 0.0256 -999 "UGC 4792" 137.02499999999998 20.503611111111113 1 14.82333 -19.601973341198885
52039 "II P, II" 248.058 38.65697222222222 0.039 -999 A163214+3839 248.0583333333333 38.65555555555555 1 17.03712 -18.302306549772133
52045 IIn 239.44316666666663 16.374277777777777 0.036 -999 "KUG 1555+165, PGC 142831" 239.4458333333333 16.373333333333335 0 20.36019 -14.805426018476073
52061 Ib 240.14620833333333 15.684527777777777 0.0359 -999 "IC 1155" 240.15 15.685555555555556 0 14.10541 -21.05416575753123
52104 "IIb, II P" 141.15812499999998 49.35888888888889 0.01624 -999 "NGC 2857" 141.15833333333333 49.35722222222223 1 12.76791 -20.66912363916542
52107 "II P, II" 243.93691666666663 31.96325 0.031422 -999 "NGC 6103" 243.93749999999997 31.96388888888889 0 21.97426 -12.896012636065286
52160 "II, IIn" 160.31391666666664 37.55605555555555 0.023986 -999 "PGC 2103473" 160.32083333333333 37.549166666666665 0 15.5214 -18.76249266136314
52172 "II P, II" 145.40862499999997 48.67358333333333 0.038054 -999 "MCG +08-18-023, MCG +08-18-23, KUG 0938+488" 145.40833333333333 48.67055555555555 1 15.64618 -19.639925083855083
52177 Ib/c 225.97862499999997 42.11536111111111 0.016872 -999 "UGC 9684" 225.95833333333331 42.11555555555556 0 20.96548 -12.554456348296789
52200 Ic 168.20958333333328 28.07213888888889 0.034 -999 "MCG +05-27-25, KUG 1110+283" 168.20833333333331 28.070555555555554 0 24.451 -10.590498099850912
52206 "Ia, IIb" 138.40487499999998 29.99963888888889 0.024537 -999 "MCG +05-22-020, MCG +05-22-20" 138.40416666666667 29.999444444444446 0 13.84265 -20.490560829192255
52213 IIn 151.64174999999997 14.432722222222221 0.030027 -999 "MCG +03-26-25, UGC 5448" 151.6375 14.43361111111111 0 14.96359 -19.808073234487498
52216 "II P" 201.9787083333333 30.374833333333335 0.05 -999 "MCG +05-32-23, KUG 1325+306" 201.97916666666663 30.375833333333333 1 14.24235 -21.636603536319726
52219 "II P" 146.286625 58.66869444444444 0.03013 heliocentric "PGC 3086846" 146.28333333333333 58.66916666666666 0 16.05543 -18.72366917300642
52222 "II P" 138.479875 55.78241666666666 0.035 -999 A091355+5546 138.47916666666666 55.78111111111111 1 17.94434 -17.16010373639102
52230 II 192.47587499999997 6.344611111111111 0.014 -999 A124954+0620 192.475 6.344444444444444 1 21.62658 -11.488163693030831
52239 II 157.74362499999998 20.08136111111111 0.026 -999 "FGC 1085, PGC 91020" 157.74166666666665 20.081944444444446 1 16.47269 -17.986280254493728
52244 IIb 213.05816666666664 15.842083333333333 0.0175 -999 "NGC 5504" 213.06666666666663 15.841944444444445 0 13.08595 -20.513343758071112
52254 "IIb, Ib/c" 131.56275 41.57777777777778 0.030364 -999 "UGC 4578, NGC 4578" 131.55833333333334 41.57972222222222 0 13.66714 -21.128758428408215
52255 II 162.11070833333332 38.40219444444444 0.025554 -999 "UGC 5910" 162.11666666666665 38.39722222222222 0 13.58179 -20.8396079669266
52256 "Ic BL, Ic, Ic-hyp" 177.00845833333332 54.57738888888889 0.0545 -999 A114802+5434 177.00833333333333 54.577222222222225 0 20.04376 -16.022326026022853
52264 "Ic, Ib/c" 130.33866666666665 52.72508333333334 0.06 -999 A084121+5243 130.33749999999998 52.725 1 18.19049 -18.084369766557852
52269 "II P" 179.68020833333333 19.148944444444442 0.043 -999 "PGC 37698" 179.67916666666665 19.146944444444443 1 14.99673 -20.55471579253757
52273 "II, II P" 173.96166666666664 34.28408333333333 0.021081 -999 "PGC 35860" 173.96249999999998 34.282222222222224 0 24.80209 -9.201469555924042
52274 "II P, II" 173.65204166666663 54.89011111111111 0.019326 -999 "PGC 213858" 173.65416666666664 54.89138888888889 0 15.77387 -18.04094339065631
52283 Ic 193.9604583333333 30.51152777777778 0.049724 -999 A125550+3030 193.95833333333331 30.511388888888888 1 19.87352 -15.993413803551725
52286 "II P" 242.94362499999994 40.85616666666667 0.026805 -999 "PGC 2171957" 242.94583333333333 40.85527777777778 1 27.4181 -7.107082572446263
52289 "II, IIb" 218.4957083333333 40.23908333333333 0.025235 -999 "UGC 9379" 218.4958333333333 40.24444444444445 1 23.07837 -11.315750059988162
52296 "II, II P" 175.18329166666663 22.43191666666667 0.023726 -999 "NGC 3808" 175.1833333333333 22.429444444444446 0 13.71022 -20.55000614496864
52339 "II, II P" 212.70904166666662 55.42333333333333 0.04288 -999 A141050+5525 212.70833333333331 55.42805555555555 1 16.46667 -19.0787073980632
52377 "Ic, Ib/c" 158.70191666666665 21.661638888888888 0.004356 -999 "NGC 3287" 158.6958333333333 21.648333333333333 1 12.32639 -18.253152870058326
52379 "IIb, II P" 140.2844583333333 49.59263888888889 0.0274 -999 "UGC 4958" 140.26249999999996 49.602222222222224 0 13.7576 -20.81525632874158
52384 Ib 172.752 20.469527777777778 0.0205 -999 "IC 701" 172.75416666666663 20.469166666666666 0 14.00013 -19.942742819918408
52385 "II P" 173.58816666666664 15.659194444444445 0.0173 -999 "MCG +03-30-07" 173.58749999999998 15.660277777777779 1 14.31549 -19.25884403028361
52403 "II, II P" 193.27612499999995 36.81669444444445 0.027823 -999 "NGC 4774" 193.27916666666664 36.81861111111112 0 14.46846 -20.137663293387398
52413 Ib/c 121.74591666666664 46.13655555555555 0.03378 -999 "MCG +08-15-39" 121.74166666666666 46.13944444444444 1 15.2229 -19.80450174081459
52443 "II, II P" 160.1040833333333 53.96627777777778 0.04 -999 A104026+5357 160.1083333333333 53.96472222222223 1 17.82574 -17.568663471279446
52444 IIn 219.02074999999996 2.3428333333333335 0.09 -999 A143605+0220 219.0208333333333 2.3425000000000002 1 20.50578 -16.64953606183626
52445 II 176.2173333333333 19.454944444444443 0.01824 -999 "NGC 3859" 176.21666666666664 19.454166666666666 1 14.09134 -19.597887684601623
52452 IIn 207.0249583333333 7.387888888888889 0.023226 -999 "SDSS J134805.97+072314.8, A134805+0723, UGC 8728" 207.02083333333331 7.387777777777778 0 16.21726 -17.996715623152628
52469 "Ic BL, Ic" 210.22704166666665 40.983222222222224 0.012469 -999 "NGC 5410" 210.22916666666663 40.98861111111111 0 13.64754 -19.215721639331306
52472 "Ibn, Ib" 135.08341666666666 52.49111111111111 0.030154 -999 "UGC 4713" 135.08333333333334 52.494166666666665 0 12.71045 -22.07037816712034
52480 "II P" 222.70029166666666 9.380083333333333 0.029 -999 A145048+0922 222.7 9.378333333333334 0 16.6284 -18.067693504134418
52482 "II P" 239.39679166666664 18.029888888888888 0.013 -999 "MCG +03-41-07, CGCG 108-018" 239.39583333333331 18.028333333333332 0 14.8167 -18.13712027617382
52487 "Ibn, Ib Pec" 208.5100833333333 20.00675 0.0697 -999 A135402+2000 208.50833333333333 20.006666666666668 0 19.13122 -17.469047405129686
52488 "Ic, Ic Pec" 201.4117083333333 25.959416666666666 0.0377 -999 A132539+2557 201.41249999999997 25.959444444444443 1 19.4768 -15.789010265668598
52499 IIn 253.93654166666664 26.257944444444444 0.0367 -999 "PGC 59263" 253.94166666666666 26.254722222222224 0 14.74553 -20.46190383590008
52516 "II, II P" 182.2980833333333 29.172472222222222 0.012762 -999 "NGC 4134" 182.29166666666666 29.176944444444445 1 12.88118 -20.032517216071497
52547 IIb 122.81854166666665 25.179833333333335 0.0137 -999 "NGC 2536" 122.81666666666666 25.179444444444446 1 14.0732 -18.994506350421673
52556 "II, II P" 148.23158333333333 42.84752777777778 0.015968 -999 "MCG +07-20-73, UGC 5295" 148.225 42.84805555555556 1 13.07115 -20.329206134356117
52557 II 165.64666666666665 50.58594444444444 0.0223 -999 "UGC 6109" 165.64583333333331 50.5825 0 14.03489 -20.090737829880442
52573 "II, II P" 198.17149999999995 12.6005 0.011 -999 "NGC 5020" 198.16666666666663 12.599722222222223 1 24.80216 -7.788906940430763
52586 Ib 176.89616666666666 55.97075 0.008 -999 "NGC 3888" 176.89166666666665 55.967222222222226 1 12.0384 -19.861153449599357
52587 II 206.14029166666663 4.781527777777778 0.023143 -999 "UGC 8690" 206.14166666666662 4.775833333333333 0 14.76099 -19.44521179139081
52594 "Ib, IIb" 135.65779166666664 25.9345 0.008 -999 "NGC 2735" 135.6625 25.934444444444445 1 13.05759 -18.841963449599355
52595 "IIn, IIn Pec" 226.16991666666664 12.628777777777778 0.028723 -999 "NGC 5837" 226.1708333333333 12.633333333333333 0 20.85628 -13.818972505757475
52612 "II P, II" 141.43554166666667 34.276694444444445 0.0054 -999 "UGC 5015" 141.45 34.27722222222222 1 14.84767 -16.19840231375448
52615 II 203.6798333333333 9.338722222222223 0.02358 -999 "IC 900" 203.67916666666662 9.336666666666668 0 19.47167 -14.77515251843499
52623 "Ib/c, Ic" 222.90762499999997 40.597611111111114 0.016345 -999 "NGC 5772" 222.9125 40.59916666666667 1 12.39314 -21.057888139221575
52629 "LBV to IIn, Impostor, IIn, IIn/LBV" 137.39566666666664 33.12233333333334 0.0064 -999 "NGC 2770" 137.3875 33.12361111111111 1 21.75722 -9.657783384559075
52652 II 258.65049999999997 30.735666666666667 0.029 spectroscopic "SDSS J171436.05+304400.7, CGCG 170-003" 258.6502083333333 30.73352777777778 1 14.67415 -20.02194350413442
52673 IIn 154.2793333333333 15.809972222222223 0.094 spectroscopic "SDSS J101706.74+154837.2" 154.2780833333333 15.810333333333334 1 17.74298 -19.506762782638138
52674 II 116.43066666666665 31.007722222222224 0.062 spectroscopic "2MASX J07454324+3100308" 116.43016666666665 31.008555555555557 0 16.38588 -19.96018196213091
52675 IIb 158.58029166666665 3.4070833333333335 0.074 spectroscopic "2MASX J10341910+0324229" 158.57958333333332 3.406361111111111 0 16.41024 -20.320022113294513
52744 IIn 225.9611 48.38056111111111 0.0261 spectroscopic "SDSS J150350.43+482250.7" 225.96012499999998 48.38075 1 16.97079 -17.496516051331042
52796 Ib 193.05252499999997 48.15322222222222 0.09 -999 "SDSS J125212.55+480913.4" 193.05229166666666 48.15372222222222 1 16.89518 -20.26013606183626
52852 Ic 203.36333333333332 5.482727777777778 0.022 spectroscopic "SDSS J133327.15+052857.2, UGC 8533" 203.363125 5.482555555555556 0 22.33684 -11.759376918750672
52864 II 195.90487499999998 55.10315277777778 0.03 spectroscopic "SDSS J130338.75+550606.3" 195.91145833333331 55.10175 0 16.54896 -18.220749788237946
52940 "IIn, Ib" 181.7399583333333 27.301369444444447 0.05598 host "SDSS J120657.56+271806.0" 181.7398333333333 27.301666666666666 1 16.21944 -19.904827985290353
53292 "II P" 134.74907499999998 44.83121666666667 0.0479 spectroscopic "SDSS J085859.53+444950.1" 134.74804166666667 44.83058333333334 1 17.02961 -18.756171081712456
53313 II 151.0774583333333 43.42476111111111 0.038 spectroscopic "GALEXASC J100418.99+432525.7, GALEXASC J100418.99+" 151.07912499999998 43.42380555555555 1 21.6779 -13.605121497723687
53314 "II P" 156.04457916666667 43.406869444444446 0.024 -999 "LEDA 2219980, SDSS J102410.71+432416.8" 156.04462499999997 43.404666666666664 0 17.64511 -16.640049723197667
53351 II 160.27666666666664 6.528580555555555 0.016 spectroscopic "AGC 203753, SDSS J104106.22+063125.9" 160.27591666666663 6.523861111111111 1 16.53902 -16.865683427919258
53374 Ib 199.08174999999997 30.675741666666667 0.0189 spectroscopic "SDSS J131620.53+304042.0, KUG 1313+309" 199.08554166666664 30.678333333333335 1 14.42147 -19.344942535505858
53407 II 138.47562499999998 29.081333333333333 0.0536 spectroscopic "2MASX J09135416+2904508" 138.47566666666665 29.080777777777776 1 16.35067 -19.679257463103482
53499 "II P" 204.82083333333333 35.144175 0.019 spectroscopic "GALEXASC J133917.08+350841.1" 204.82116666666664 35.14475 1 19.1502 -14.62767151940378
53594 II 167.8883875 9.072144444444444 0.074 spectroscopic "2MASX J11113239+0904215" 167.88495833333332 9.07263888888889 0 15.83637 -20.893892113294513
53670 II 252.79008333333334 29.076522222222223 0.0606 host "2MASX J16510997+2904389" 252.79154166666663 29.077472222222223 0 16.57582 -19.72064663547107
54256 Ic 177.9996583333333 9.703438888888888 0.050822 host "2MASX J11515984+0942111" 177.9993333333333 9.703083333333332 0 15.80533 -20.109032273924967
54274 II 204.32985416666665 -1.2963138888888888 0.058 spectroscopic "SDSS J133719.26-011744.2" 204.33024999999998 -1.295611111111111 1 16.25221 -19.949033482454322
54295 Ic 157.46541666666664 9.01286111111111 0.04797 host "2MASX J10295135+0900385, 2MASX J10295135+0900" 157.4639583333333 9.010694444444445 0 15.41411 -20.374842106969126
54296 Ib 218.33305 41.2676 0.01814 host "SDSS J143319.96+411556.8" 218.33316666666664 41.26577777777778 1 16.87214 -16.805149928260015
54415 "Ib/c, Ib, c" 142.84582083333333 17.808311111111113 0.06 spectroscopic "SDSS J093123.09+174828.0" 142.84620833333332 17.80777777777778 1 18.80428 -17.470579766557854
54416 II 233.88798333333332 12.5679 0.02837 host "LEDA 214391, 2MASX J15353309+1234006" 233.88787499999998 12.566833333333333 1 16.50012 -18.1482801936189
54494 Ib 213.57676666666663 10.67821111111111 0.02417 spectroscopic "SDSS J141418.24+104039.0, SDSS J141418.55+104047.9" 213.57599999999996 10.6775 0 16.37151 -17.92897676667789
54551 IIn 188.1222833333333 4.888958333333333 0.082797 -999 "SDSS J123229.39+045319.5" 188.12245833333333 4.88875 0 17.33247 -19.641706520602128
54661 "II P, II" 243.78672916666662 26.560008333333332 0.03 spectroscopic "2MASX J16150832+2633233" 243.78466666666665 26.556472222222222 1 15.62906 -19.140649788237944
