# ID photoObjID hostra hostdec SDSSra SDSSdec petroMag_u petroMag_g petroMag_r petroMag_i petroMag_z petroMagErr_u petroMagErr_g petroMagErr_r petroMagErr_i petroMagErr_z extinction_u extinction_g extinction_r extinction_i extinction_z redshift vflag abs_mag rerun_abs_mag
12857 1237655370906927186 222.2102 57.77086 222.21018 57.770851 16.78252 15.23102 14.46234 14.06248 13.8109 0.0315147 0.01019308 0.007699261 0.008243325 0.009100469 0.0609488 0.04749089 0.03285398 0.02441403 0.01815955 0.044 0 -21.13902689707058 -21.13902689707058
7549 1237654652569845828 140.1435 50.69686 140.15505 50.700296 17.90118 16.9134 16.60552 16.35304 16.28379 0.02420026 0.00503104 0.005532302 0.006441854 0.02428737 0.06846204 0.05334516 0.03690393 0.02742358 0.0203981 0.0344 1 -18.46137572749729 -16.25647572749729
52379 1237657772317606027 140.2625 49.60222 140.261 49.602288 15.86492 14.42971 13.7576 13.34185 13.06696 0.0550193 0.02986475 0.01973577 0.02238025 0.02764916 0.09042392 0.0704577 0.04874231 0.03622076 0.02694159 0.0274 0 -20.81525632874158 -20.81525632874158
51553 1237654653103243340 130.8417 45.73555 130.84104 45.736009 14.85983 14.51096 13.98178 13.99795 14.12804 0.02371036 0.03605217 0.04270502 0.07335584 0.04231803 0.125265 0.09760564 0.06752313 0.05017692 0.03732241 0.0065 1 -17.466890297853915 -17.466890297853915
25389 1237654653097935029 120.0248 36.74061 120.02479 36.740561 17.19005 15.70426 15.00419 14.50886 14.28167 0.07016609 0.04229534 0.01911806 0.02620455 0.01721089 0.2215927 0.1726635 0.1194478 0.08876254 0.06602303 0.03976 0 -20.37714539326602 -20.37714539326602
11403 1237651066814529658 175.2608 65.04369 175.26043 65.043621 18.64488 17.40684 17.02824 16.76047 16.56883 0.07244127 0.02203738 0.01887436 0.02189769 0.05426333 0.04447281 0.03465291 0.02397272 0.0178143 0.01325057 0.04 1 -18.366163471279446 -18.366163471279446
55449 1237651066813087901 167.7651 64.24606 167.76503 64.246079 17.95791 16.85249 16.50294 16.31024 16.53706 0.08213878 0.01677695 0.01541733 0.02607071 0.1211682 0.04802179 0.03741825 0.02588577 0.01923591 0.01430798 0.035322 1 -18.621389945618706 -18.621389945618706
2019 1237651737391268200 234.2251 2.463444 234.22529 2.4634624 17.98707 16.67281 16.07486 15.75467 15.50224 0.05132642 0.007548043 0.006411256 0.008283884 0.02516491 0.2800729 0.2182309 0.1509711 0.1121877 0.08344707 0.04 0 -19.319543471279445 -19.319543471279445
47328 1237651821641073021 228.411 2.8951 228.41052 2.8950909 17.07308 16.10598 15.79164 15.57312 15.51672 0.02859555 0.005208581 0.005973905 0.007521808 0.02857363 0.1711504 0.1333592 0.09225728 0.06855705 0.05099385 0.0369 0 -19.427595345434938 -19.427595345434938
48661 1237654601571106901 167.602 4.83 167.6023 4.8300409 15.62944 14.33065 13.6892 13.30551 13.11167 0.01441379 0.004677266 0.003761519 0.003855625 0.00614792 0.2517788 0.1961844 0.1357194 0.1008541 0.07501692 0.03034 0 -21.104981396893194 -21.104981396893194
52675 1237654599956496518 158.5796 3.406361 158.5794 3.4065095 18.52813 17.07594 16.41024 16.0508 15.82936 0.06590234 0.01045554 0.00816691 0.008365578 0.02223094 0.1562419 0.1217427 0.084221 0.06258523 0.04655191 0.074 0 -20.320022113294513 -20.320022113294513
434 1237654605860765720 155.8045 4.594083 155.80446 4.5940997 18.00286 16.73014 16.12016 15.7037 15.49138 0.02489178 0.005386059 0.006009165 0.004814907 0.01083808 0.09778424 0.07619282 0.05270984 0.03916906 0.02913458 0.06424 1 -20.302971175992766 -20.302971175992766
50839 1237654381980483709 146.1458 55.76305 146.14572 55.762829 16.66177 15.25495 14.69127 14.48443 14.48073 0.04467503 0.008276386 0.006342328 0.007249438 0.02741221 0.04985059 0.03884324 0.02687158 0.01996846 0.01485287 0.0254 0 -19.71700209773933 -19.71700209773933
52472 1237653614794178648 135.0833 52.49417 135.08443 52.494225 15.50279 13.58327 12.71045 12.26408 12.03012 0.02070367 0.00422547 0.002872779 0.002628864 0.004497466 0.0727069 0.05665272 0.03919209 0.02912392 0.02166285 0.030154 0 -22.07037816712034 -22.07037816712034
48639 1237653587408060429 121.8375 40.39833 121.83919 40.398322 17.02982 14.79365 14.01871 13.71378 13.80397 0.07279582 0.1770069 0.09469379 0.1643575 0.04366808 0.2437024 0.1898912 0.1313659 0.09761892 0.07261055 0.026 0 -20.44026025449373 -20.44026025449373
51065 1237655469670924584 224.5292 2.434167 224.52835 2.4384246 16.70506 15.53238 14.88652 14.53853 14.41896 0.03458157 0.006635923 0.005269607 0.005967412 0.01561306 0.2251217 0.1754133 0.1213501 0.09017615 0.06707449 0.044 0 -20.714846897070576 -20.714846897070576
3944 1237651735772070028 214.4882 1.63075 214.48831 1.6307505 19.10642 17.36232 16.43885 16.0602 15.69996 0.1195244 0.01053181 0.007796951 0.008641667 0.02367563 0.1579047 0.1230383 0.0851173 0.06325128 0.04704733 0.0617 1 -19.89667933480585 -19.89667933480585
479 1237674602676814045 207.9484 2.747389 207.9484 2.7474132 19.36611 17.77927 17.35023 17.09198 16.94285 0.150761 0.01467928 0.01274157 0.02027287 0.07206297 0.1229098 0.09577051 0.0662536 0.04923352 0.0366207 0.069 0 -19.228118968325912 -19.228118968325912
426 1237651754021093483 204.6212 2.528333 204.6206 2.5287017 21.57269 19.64843 18.82235 18.74926 18.69476 0.5725985 0.1514446 0.09968614 0.1146853 0.1558698 0.09652179 0.07520913 0.05202933 0.03866336 0.02875844 0.017996 1 -14.837633437107286 -14.922593437107285
47086 1237655123942375585 200.25 3.5974 200.24961 3.5974396 19.30044 18.22191 17.85203 17.46718 17.58948 0.1075738 0.02262754 0.02257559 0.02737448 0.1048012 0.103418 0.08058258 0.05574666 0.04142574 0.03081314 0.07565 1 -18.926118176435665 -18.926118176435665
464 1237651752400060518 180.7554 1.437972 180.75543 1.4379865 18.80614 17.52026 16.81984 16.41482 16.20043 0.09272218 0.01539853 0.01544475 0.03026731 0.05323921 0.08629134 0.06723763 0.04651468 0.03456539 0.0257103 0.0841239 0 -20.188860506918473 -20.188860506918473
51256 1237651754545053750 175.0792 3.000833 175.08088 3.0008039 15.93124 14.61071 14.00285 13.67066 13.46332 0.01794337 0.003092089 0.002511895 0.003056851 0.008396214 0.09590943 0.07473198 0.05169924 0.03841807 0.02857599 0.0269 1 -20.53001491465168 -20.53001491465168
1456 1237648722829639753 153.2075 1.109972 153.20748 1.1099983 18.33773 16.83645 15.97771 15.52736 15.23317 0.07548746 0.01128822 0.00777254 0.00766206 0.02002463 0.1611141 0.125539 0.08684731 0.06453686 0.04800357 0.094 0 -21.272032782638135 -21.272032782638135
52219 1237651190825877669 146.2833 58.66917 146.28239 58.66917 17.42983 16.43438 16.05543 15.81578 15.68106 0.02997111 0.006909573 0.007518717 0.008975811 0.02647946 0.04913661 0.03828691 0.02648671 0.01968246 0.01464014 0.03013 0 -18.72366917300642 -18.72366917300642
4568 1237651190282911866 128.9273 49.11989 128.92732 49.119982 18.32544 17.23978 16.91579 16.66429 16.51818 0.05772451 0.01042068 0.01094425 0.01319734 0.04256706 0.1674587 0.1304827 0.09026731 0.06707828 0.04989392 0.05 1 -18.963163536319726 -18.963163536319726
52413 1237651271883817175 121.7417 46.13945 121.74253 46.139437 17.36423 15.88931 15.2229 14.87916 14.91138 0.07248471 0.01013816 0.005408667 0.008458904 0.03264078 0.2518751 0.1962594 0.1357713 0.1008927 0.0750456 0.03378 1 -19.80450174081459 -19.80450174081459
51324 1237655107301277785 172.1333 58.56222 172.12829 58.561843 13.98706 12.96517 12.49121 12.08531 11.8507 0.02810417 0.01307776 0.01699987 0.01189156 0.0110217 0.07061797 0.05502504 0.03806607 0.02828717 0.02104046 0.0104 1 -19.97806021113354 -19.97806021113354
51325 1237655107301277785 172.1333 58.56222 172.12829 58.561843 13.98706 12.96517 12.49121 12.08531 11.8507 0.02810417 0.01307776 0.01699987 0.01189156 0.0110217 0.07061797 0.05502504 0.03806607 0.02828717 0.02104046 0.0104 1 -19.97806021113354 -19.97806021113354
49183 1237655107301277785 172.1333 58.56222 172.12829 58.561843 13.98706 12.96517 12.49121 12.08531 11.8507 0.02810417 0.01307776 0.01699987 0.01189156 0.0110217 0.07061797 0.05502504 0.03806607 0.02828717 0.02104046 0.01 1 -19.89289351463963 -19.89289351463963
47558 1237655107301277785 172.1333 58.56222 172.12829 58.561843 13.98706 12.96517 12.49121 12.08531 11.8507 0.02810417 0.01307776 0.01699987 0.01189156 0.0110217 0.07061797 0.05502504 0.03806607 0.02828717 0.02104046 0.0104 1 -19.97806021113354 -19.97806021113354
47414 1237655107301277785 172.1333 58.56222 172.12829 58.561843 13.98706 12.96517 12.49121 12.08531 11.8507 0.02810417 0.01307776 0.01699987 0.01189156 0.0110217 0.07061797 0.05502504 0.03806607 0.02828717 0.02104046 0.01 1 -19.89289351463963 -19.89289351463963
47007 1237655107301277785 172.1333 58.56222 172.12829 58.561843 13.98706 12.96517 12.49121 12.08531 11.8507 0.02810417 0.01307776 0.01699987 0.01189156 0.0110217 0.07061797 0.05502504 0.03806607 0.02828717 0.02104046 0.01 1 -19.89289351463963 -19.89289351463963
47000 1237655107301277785 172.1333 58.56222 172.12829 58.561843 13.98706 12.96517 12.49121 12.08531 11.8507 0.02810417 0.01307776 0.01699987 0.01189156 0.0110217 0.07061797 0.05502504 0.03806607 0.02828717 0.02104046 0.01 1 -19.89289351463963 -19.89289351463963
50676 1237655106766766185 182.4458 58.84917 182.44717 58.849185 16.34016 14.73741 14.31212 14.16771 14.18383 0.03978053 0.007224025 0.004093798 0.005414348 0.01391996 0.08316208 0.06479933 0.04482788 0.03331192 0.02477795 0.0064 1 -17.102883384559075 -17.102883384559075
50925 1237655106766766185 182.4458 58.84917 182.44717 58.849185 16.34016 14.73741 14.31212 14.16771 14.18383 0.03978053 0.007224025 0.004093798 0.005414348 0.01391996 0.08316208 0.06479933 0.04482788 0.03331192 0.02477795 0.006328 1 -17.07831586708774 -17.07831586708774
48931 1237658611979321443 164.0417 47.39222 164.04008 47.392494 16.31207 14.9208 14.24104 13.8713 13.66653 0.02918079 0.003722973 0.003978338 0.004456736 0.0100333 0.08386859 0.06534984 0.04520872 0.03359492 0.02498845 0.021 0 -19.75415998830924 -19.75415998830924
46558 1237658203969880124 168.5458 48.32 168.54539 48.318524 14.08566 12.30768 11.49945 11.07346 10.75552 0.007891847 0.004680673 0.003852897 0.002896639 0.004332928 0.06225913 0.04851189 0.0335603 0.0249389 0.01854996 0.0071 1 -20.140945258235014 -20.140945258235014
47296 1237658205582000162 173.2333 50.24166 173.23478 50.241849 16.43616 14.84999 14.13497 13.77159 13.53693 0.02098403 0.01462594 0.01426805 0.0143436 0.01283216 0.05926754 0.04618086 0.03194771 0.02374057 0.01765862 0.0099 1 -18.227309487627384 -18.227309487627384
52652 1237655502963081493 258.6502 30.73353 258.65022 30.733536 16.58175 15.34157 14.67415 14.29631 14.0657 0.02334246 0.007355623 0.006355166 0.00664733 0.01024496 0.2060483 0.1605514 0.1110687 0.08253598 0.06139161 0.029 1 -20.02194350413442 -20.02194350413442
471 1237648702981931189 218.7242 -1.137167 218.72428 -1.1372057 18.21297 17.07721 16.66503 16.40978 16.35763 0.04589402 0.008631161 0.008815694 0.01057955 0.03765701 0.1658757 0.1292492 0.089414 0.06644418 0.04942227 0.048 1 -19.12527970151757 -19.12527970151757
465 1237648721246290147 215.549 -0.1312778 215.54901 -0.13128309 18.61255 17.35056 16.76493 16.41701 16.1839 0.04141442 0.008736975 0.00962331 0.008638612 0.02326328 0.1415543 0.1102981 0.07630372 0.05670184 0.04217575 0.054 0 -19.28114231375448 -19.28114231375448
736 1237648722312495178 198.3561 0.6873611 198.35617 0.68733549 19.46902 17.98825 17.55096 17.25088 17.3812 0.1602089 0.01932643 0.0234097 0.03137042 0.1452622 0.1485924 0.1157822 0.08009756 0.05952108 0.04427274 0.073 0 -19.149757815241916 -19.149757815241916
48713 1237648722308759778 189.798 0.7175 189.79746 0.71748173 15.55498 14.27001 13.93589 13.71261 13.61649 0.022113 0.006149813 0.007864307 0.005490596 0.01624484 0.0796635 0.06207326 0.04294199 0.03191051 0.02373555 0.01697 1 -19.596622726228013 -19.596622726228013
419 1237648722304172344 179.381 0.8171111 179.3811 0.81712018 18.24901 16.94352 16.42431 16.11669 15.96722 0.06003417 0.01026112 0.01036843 0.01245019 0.03168263 0.08809504 0.06864306 0.04748695 0.03528789 0.02624771 0.06227 1 -19.93118784324664 -19.93118784324664
52104 1237657771780866133 141.1583 49.35722 141.15717 49.357059 14.33396 13.13091 12.76791 12.58602 12.62372 0.01320206 0.002559846 0.001833741 0.003370497 0.01062718 0.09498397 0.07401087 0.05120038 0.03804737 0.02830025 0.01624 1 -20.66912363916542 -20.66912363916542
47005 1237657632189251797 145.938 49.2967 145.93762 49.296716 17.83651 16.59107 16.09225 15.95049 15.76381 0.0601805 0.01749012 0.01265095 0.01724491 0.0369839 0.05418997 0.04222446 0.02921068 0.02170667 0.01614577 0.0251 0 -18.29022212204483 -18.29022212204483
55135 1237674462028234968 144.0356 6.257167 144.0358 6.257063 18.0351 16.86423 16.39612 16.16121 16.01728 0.04620397 0.009871607 0.008478183 0.009426852 0.02535423 0.2443524 0.1903977 0.1317163 0.0978793 0.07280421 0.008087 1 -15.526920730192721 -15.526920730192721
54274 1237655500275384424 204.3302 -1.295611 204.33024 -1.2956348 17.78472 16.70085 16.25221 15.97521 15.9566 0.03839596 0.005967576 0.005921755 0.007258616 0.02719886 0.1190071 0.09272952 0.06414985 0.04767022 0.03545788 0.058 1 -19.949033482454322 -19.949033482454322
1584 1237648702975639736 204.3881 -1.239694 204.38813 -1.2397076 19.66991 18.21419 17.40083 16.8949 16.69452 0.1593816 0.02166022 0.02142881 0.0291203 0.06107592 0.1162125 0.09055199 0.06264345 0.04655079 0.03462524 0.08 0 -19.498723449599353 -19.498723449599353
48838 1237658205567909948 132.3458 36.71028 132.34402 36.710326 15.61743 14.21338 13.50321 13.17849 12.82506 0.02486414 0.01088594 0.01039128 0.01229386 0.009381895 0.1480886 0.1153896 0.079826 0.05931928 0.04412264 0.025114 0 -20.880472964221152 -20.880472964221152
47073 1237657874865258512 138.521 40.1137 138.52591 40.120017 21.33617 20.41802 19.98046 19.86704 19.43862 0.3203627 0.1624087 0.1703273 0.1969186 0.2647915 0.06861603 0.05346514 0.03698694 0.02748526 0.02044398 0.00853 1 -12.05838867047725 -19.905178670477248
48679 1237657628441903272 140.949 42.1834 140.94904 42.183384 16.34965 15.27319 14.67846 14.2988 14.0301 0.1251256 0.03648328 0.04562929 0.05193851 0.04439541 0.08215688 0.06401609 0.04428603 0.03290927 0.02447845 0.01385 1 -18.412892381641974 -18.412892381641974
46820 1237657873257988107 148.226 42.848 148.22652 42.848041 15.85798 13.87794 13.07115 12.71497 12.57251 0.03181826 0.004779018 0.005109009 0.005281682 0.007030794 0.05456195 0.0425143 0.0294112 0.02185567 0.0162566 0.01603 1 -20.337621126410365 -20.337621126410365
52556 1237657873257988107 148.225 42.84806 148.22652 42.848041 15.85798 13.87794 13.07115 12.71497 12.57251 0.03181826 0.004779018 0.005109009 0.005281682 0.007030794 0.05456195 0.0425143 0.0294112 0.02185567 0.0162566 0.015968 1 -20.329206134356117 -20.329206134356117
52177 1237661211510833321 225.9583 42.11555 225.96032 42.115433 15.86674 14.38754 13.7917 13.4872 13.30581 0.02342775 0.01163863 0.01087312 0.00944641 0.01006813 0.08312514 0.06477055 0.04480796 0.03329712 0.02476694 0.016872 0 -19.72823634829679 -19.72823634829679
49662 1237661211510833321 225.96 42.1154 225.96032 42.115433 15.86674 14.38754 13.7917 13.4872 13.30581 0.02342775 0.01163863 0.01087312 0.00944641 0.01006813 0.08312514 0.06477055 0.04480796 0.03329712 0.02476694 0.016866 0 -19.727463994595063 -19.727463994595063
50097 1237658205061972048 228.2792 41.26472 228.28072 41.264633 15.59719 13.80141 12.96581 12.56651 12.22035 0.01894623 0.003243778 0.002468899 0.002070962 0.005421759 0.09099856 0.07090546 0.04905207 0.03645094 0.02711281 0.029 0 -21.73028350413442 -21.73028350413442
51482 1237658205061972048 228.2792 41.26472 228.28072 41.264633 15.59719 13.80141 12.96581 12.56651 12.22035 0.01894623 0.003243778 0.002468899 0.002070962 0.005421759 0.09099856 0.07090546 0.04905207 0.03645094 0.02711281 0.0291 0 -21.73775845956917 -21.73775845956917
48914 1237661417665527850 171.883 56.877 171.88274 56.877023 14.3768 13.3587 12.51554 12.10169 11.72136 0.03346926 0.007844546 0.007588845 0.006755293 0.00710997 0.06524836 0.05084108 0.03517162 0.02613628 0.0194406 0.0057 1 -18.647937793002093 -18.647937793002093
46999 1237661352167997454 174.843 56.2706 174.84316 56.270661 14.81717 12.86347 12.11827 11.69926 11.57533 0.0267764 0.003990666 0.004673322 0.004855361 0.004699187 0.05599727 0.0436327 0.0301849 0.02243061 0.01668425 0.00841 1 -19.889813493629198 -19.889813493629198
46598 1237661352167997454 174.843 56.2706 174.84316 56.270661 14.81717 12.86347 12.11827 11.69926 11.57533 0.0267764 0.003990666 0.004673322 0.004855361 0.004699187 0.05599727 0.0436327 0.0301849 0.02243061 0.01668425 0.00841 1 -19.889813493629198 -19.889813493629198
49624 1237661388674170919 196.8083 58.13528 196.80663 58.135014 16.6557 14.74223 14.035 13.67208 13.45485 0.03977001 0.003324643 0.00246294 0.002664927 0.00607393 0.05589928 0.04355634 0.03013208 0.02239136 0.01665506 0.028 0 -20.584893671350738 -20.584893671350738
49234 1237661388674170919 196.8083 58.13528 196.80663 58.135014 16.6557 14.74223 14.035 13.67208 13.45485 0.03977001 0.003324643 0.00246294 0.002664927 0.00607393 0.05589928 0.04355634 0.03013208 0.02239136 0.01665506 0.028 0 -20.584893671350738 -20.584893671350738
52339 1237661388678168685 212.7083 55.42805 212.70987 55.428032 18.63589 16.86779 16.46667 16.35842 16.12204 0.1815069 0.01969057 0.01036574 0.02136486 0.05656548 0.06933347 0.05402417 0.03737367 0.02777264 0.02065774 0.04288 1 -19.0787073980632 -19.0787073980632
52286 1237661388152045723 242.9458 40.85528 242.94431 40.85521 17.33704 16.1062 15.62854 15.4374 15.2808 0.0322106 0.007028066 0.009076723 0.01821025 0.02832178 0.03525951 0.02747397 0.01900637 0.01412377 0.01050549 0.026805 1 -18.89664257244626 -18.89664257244626
50822 1237661386543202606 245.45 37.06139 245.45222 37.060806 18.93591 17.25281 16.51666 16.13428 15.89965 0.09131165 0.009172111 0.007529365 0.008834175 0.02593524 0.05206647 0.04056984 0.02806603 0.02085607 0.01551308 0.0298 0 -18.23852483502091 -18.23852483502091
32367 1237659162812875085 244.0123 38.99928 244.01219 38.999202 24.55928 23.66198 22.48495 22.81595 22.52937 3.146615 0.8298167 0.5353316 1.143854 1.594117 0.02957956 0.0230482 0.01594464 0.01184857 0.008813161 0.042812 1 -13.056981098412333 -13.056981098412333
46279 1237661435382595629 186.7375 48.27694 186.73454 48.27584 32.14 25.26658 16.75154 15.64897 16.51219 0.1265375 44.59544 1.036355 0.6271561 2.271636 0.05629049 0.04386117 0.03034296 0.02254807 0.01677162 0.026 1 -17.70743025449373 -17.70743025449373
51018 1237661361296965738 198.8458 46.41917 198.84956 46.420402 17.40598 16.24848 15.70412 15.37061 15.20786 0.02856155 0.00519328 0.005055565 0.005831394 0.01848597 0.05887304 0.04587347 0.03173506 0.02358255 0.01754108 0.057 0 -20.459357793002095 -20.459357793002095
47172 1237661433775456273 198.026 46.1961 198.02613 46.196153 15.59258 14.03074 13.30354 12.92693 12.50786 0.01808569 0.01372018 0.02103497 0.03073671 0.0142559 0.05435017 0.04234928 0.02929704 0.02177084 0.0161935 0.02864 0 -21.36542858281873 -21.36542858281873
48697 1237658613587181630 154.742 46.4541 154.74164 46.454099 16.71444 15.67189 15.2412 14.98479 14.79587 0.0151281 0.003570657 0.003296837 0.004573926 0.009432557 0.04809339 0.03747404 0.02592437 0.01926459 0.01432931 0.02993 1 -19.523437098840596 -19.523437098840596
50661 1237658312939798567 179.0458 60.5225 179.04304 60.522543 14.8936 13.3795 12.64625 12.27036 11.96952 0.01265024 0.002830642 0.003032876 0.002823786 0.005097464 0.0852119 0.06639653 0.04593281 0.034133 0.02538868 0.0333 0 -22.350074682171233 -22.350074682171233
50262 1237662620261810489 240.5208 29.72611 240.52132 29.727262 18.02606 17.1377 16.68507 16.47845 16.31846 0.05533296 0.009477125 0.01442546 0.01404085 0.04576711 0.1808069 0.1408835 0.09746256 0.07242513 0.05387099 0.014 1 -16.429673693030832 -16.429673693030832
51313 1237658204503539910 157.9375 46.67167 157.93771 46.671691 15.71403 14.55851 14.10429 13.82408 13.65442 0.01758429 0.003928158 0.002837555 0.003481914 0.01081191 0.07511857 0.05853188 0.04049208 0.03008996 0.0223814 0.0248 0 -20.252071918770724 -20.252071918770724
47468 1237658613588754615 159.607 47.7102 159.60716 47.710172 17.37386 16.58741 16.28451 16.23252 16.21991 0.028163 0.00629923 0.007300538 0.01102491 0.03759276 0.05977743 0.04657817 0.03222256 0.02394482 0.01781054 0.00526 1 -14.704522235408334 -14.704522235408334
51865 1237661382768263296 135.8125 30.59139 135.81126 30.591335 15.20415 14.20254 13.61907 13.26485 13.04126 0.04332097 0.007352915 0.003483159 0.008711804 0.007948259 0.1309042 0.1019996 0.07056288 0.05243578 0.03900259 0.0144 1 -19.556845975115884 -19.556845975115884
